stem,source,event_reason,event_score,target_timestamp_seconds,actual_timestamp_seconds,frame_difference,optical_flow,brightness_mean,brightness_delta,dark_fraction,laplacian_variance,color_anchor_count,difference_hash_hex,image_sha256
camera_full_rgb_v2_t000287000,base,one_second_base,0.000000,287.000000,287.011931,7.946719,1.052295,126.107139,0.018887,0.100866,604.366481,8,87f11e87aab89e1e,e52a7d4629f1768f20164bc18ee163ef0e03bd96b1ffe127218fa7e65a3af6c6
camera_full_rgb_v2_t000288000,base,one_second_base,0.000000,288.000000,288.006146,8.741614,1.192297,126.524967,0.184707,0.107767,628.670692,7,87f11ca78ab89e9e,c9dcf91bdc9c92b1c1880448fb285153dff0dc4f17af5594855d1b12dc38a16c
camera_full_rgb_v2_t000289000,base,one_second_base,0.000000,289.000000,289.000362,9.130417,1.232767,127.380036,0.224727,0.115824,630.499840,7,87e31c0f8cb89c1e,df296ecac4e85485f73ad1ea629a36ef6e3c0b9d070c5b9b635328ae26d704f7
camera_full_rgb_v2_t000290000,base,one_second_base,0.000000,290.000000,289.994577,8.924844,1.116566,128.117712,0.000729,0.125101,672.004918,6,8fe33c4f5c70b03e,e5570b1e35c8fabe029bc61bc1241282714ae6d62df7bb108ba190dba237f5de
camera_full_rgb_v2_t000291000,base,one_second_base,0.000000,291.000000,290.988792,10.560625,1.356467,129.200566,0.168027,0.130570,688.356399,5,0fe31c4f1570e03e,69200889043f753aa51cbee9034e39a5ca55ed5a3d4e4bcf9f2ae166b54a73af
camera_full_rgb_v2_t000291750,event,scene_change,1.016505,291.750000,291.757050,14.682864,2.234497,130.456035,0.515605,0.133151,705.670090,5,0ee3788f9570c07c,b9fa2f9971e5a7165d6b86ff7253225ee2f6b54c07b89214f95b71e2e6d411ff
camera_full_rgb_v2_t000292000,base,one_second_base,0.000000,292.000000,291.983008,16.077864,2.783607,130.884300,0.428265,0.134173,654.812579,4,0ee33997b3f0c07c,ed477219fbcc4b4ecbd3cb6f080dfb9b3b19c7d79eac4f31c4d7487617467f7c
camera_full_rgb_v2_t000292250,event,scene_change,1.479956,292.250000,292.254158,19.805626,4.064774,131.238376,0.354076,0.135501,624.356460,4,0ee7399f3be0c2e8,6538aa312cd2d0a8f07175460cd7a87ca4ba63f17b9f572d4ca390b21b7b70dc
camera_full_rgb_v2_t000293000,base,one_second_base,0.000000,293.000000,293.022415,3.650938,0.284783,132.457839,0.175859,0.127646,542.346233,0,1ec7391f3be080d8,8a3322834d9abacb4a037a904df7654d032a8ec1a9a81cf085d9aff603e5459b
camera_full_rgb_v2_t000293500,event,motion,1.685580,293.500000,293.519523,19.900000,5.184947,131.882650,0.589687,0.128044,577.036753,0,0ee33997bbf4c0c8,ed7403a5dba4b063dac5e26bcf9653c5dc87973250103ceaefcad2ecd66f4b58
camera_full_rgb_v2_t000294000,base,one_second_base,0.000000,294.000000,294.016631,14.983021,3.071008,131.269733,0.284189,0.127604,659.446939,0,8fe3188e9570c1cc,a6a86a5646eab0d00dc69e5c9ec41d8fffadc326b6c5dde0907d843404e315bd
camera_full_rgb_v2_t000294500,event,scene_change,1.496950,294.500000,294.513738,17.756823,4.288185,129.936058,0.779453,0.122611,629.257092,0,87f31c8b1d30c0e6,5f0e0cea39f06b7d6e6aa3b969fff411bd7453bdc04cf280068c3acf6a6e553c
camera_full_rgb_v2_t000295000,base,one_second_base,0.000000,295.000000,295.010846,19.256042,5.039085,127.356006,1.728350,0.120316,578.117776,0,87f12c475a38e2e2,4032efc3dccb7c3b4d72d3ccee85ab3bb340886ff54a119ca80c554ed195073c
camera_full_rgb_v2_t000295500,event,motion,1.810023,295.500000,295.507954,19.488125,5.433055,124.619056,1.263402,0.120973,575.750944,0,c3f80ec58f98e1e3,b7be861a0b0da69895ad4755432455b76a126db2e564739eb5c74f01d419e82d
camera_full_rgb_v2_t000296000,base,one_second_base,0.000000,296.000000,296.005061,9.555625,1.338472,123.445023,0.417523,0.124417,677.135452,0,c3780725ad9cf1e3,1fdbd51943876d657b31886d9cbf84fd31d1b4c0551433bef8fec6796032bc15
camera_full_rgb_v2_t000297000,base,one_second_base,0.000000,297.000000,296.999277,6.284062,0.422630,122.382936,0.383415,0.130537,662.353149,0,c3780725ad8cf1f4,a501328dc0d9b08c9b11c32d5261c8ca902c447978fa715d2e28431a5bb59590
camera_full_rgb_v2_t000297750,event,scene_change,0.685264,297.750000,297.767534,10.300208,1.099743,120.458916,0.702523,0.136546,624.032417,0,c3780763ad8cf5e4,cf46f8c8ae5f7ad94843221580adf64e8248f308f7ff76870432e4b62db7c410
camera_full_rgb_v2_t000298000,base,one_second_base,0.000000,298.000000,297.993492,10.148698,1.108553,119.891790,0.567126,0.137858,632.867333,0,c1780722ad8cf4e4,f020872581e5a13fdabd1629277bc8a52b0b4279c0e6319d58c2a7623c865de6
camera_full_rgb_v2_t000299000,base,one_second_base,0.000000,299.000000,298.987708,10.840417,1.237103,117.028382,0.605540,0.148298,615.370735,0,e17c072aa68cf4a2,f6e387d62dbc82c1cae8eb56ddb1b5252941e13fc65939b428517ed219036b67
